"望城区",488673,497176,548901,609119,669362,807834,1000156,1177606,1453066,1940876,1933776,2429695.4,3274267,3748847,4274940,4697660
"濮阳县",44830.5801158592,311770,361020,399456,403838,531582,722941,866913,1114404,1443169,1650098,1923958,2100894,2356883,2799020.34,3161076
"许昌县",24028,451255,503977,559558,629795,777529,941398,1078416,1256997,1483443,1484220,1692930,1945061,2106429,2370449,3489922
"鄢陵县",485969.533481351,337219,371891,415339,464351,618242,803383,949210,1114308,1356320,1401027,1549979,1875495,2050896,2262093,2461422
"襄城县",299743.252731284,288401,319385,350039,398420,577716,834832,981584,1236735,1639846,1658282,1986567,2446406,2558166,2802262,2921766
"禹州市",670651,752381,833116,923804,1061854,1315741,1454334,1747128,2127663,2652939,2923028,3314492,3848572,4034510,4522527,4877155
"长葛市",598758,680857,757835,835084,940009,1118017,1241192,1563465,1869060,2222593,2207533,2598412,3257660,3703704,4108512,4656502
"郾城区",380089.680880142,237603.591123031,486897.011891746,272184.26355613,33040,538614.425462287,771186.112853794,1178380.31574604,1108464.21196448,874731.587072428,1192700,1359600,1556300,1551200,1607400,1757600
"舞阳县",509107.13567824,216374,241064,257294,270012,340066,391798,486065,553911,754117,755475,881453,1047371,1091732,1182778,1480987
"临颍县",704419.910029477,439468,477850,523767,565144,714541,860664,1027910,1090840,1518245,1721124,1936432,1994153,2159305,2351774,2316332
"渑池县",311364.540032807,249923,272803,325672,368686,457517,625287,753883,987593,1323759,1354816,1534068,1748033,1893132,2107736,2236015
"陕县",214041.935825136,225358,243228,267231,300352,355966,406416,479916,584235,885103,918379,1046725,1186351,1301579,1413691,1506912
"卢氏县",640259.549628189,112608,97164,106026,120222,150833,169649,198048,238184,311692,354682,437781,528029,611147,685294,736118
"义马市",108450,110524,134623,145078,196180,272968,407562,497322,628365,896027,1000533,1260007,1556284,1617646,1617805,1548437
"灵宝市",608963,665871,719791,786750,876913,1059429,1254282,1574734,1881697,2330556,2422040,3321321,3981090,4412404,4686371,4713606
"南召县",141947.078557716,284098,325254,332471,383995,491671,572012,647434,702292,708399,780722,936943,1072003,1132996,1052410.89,1129779
"方城县",85141.532505253,293323,324392,356638,418416,533764,610619,688362,733503,902540,956548,1091520,1184957,1318130,1456097.35,1594305
"西峡县",219800.728592812,231843,259068,288329,341667,420804,553751,682165,879722,1099410,1290183,1508280,1714872,1751289,1903810.43,2066174
"镇平县",858664.234400235,627907,696276,758410,843353,1029074,1272908,1402993,1521841,1612137,1368003,1506733,1654605,1786956,1825618.85,1972675
"内乡县",154926.575255919,280483,318780,358499,399880,496083,578220,644851,745424,893848,922540,1014390,1105762,1183876,1246757.76,1353921
"淅川县",422412.961267547,282701,313364,344860,390365,501678,620030,709683,873847,1034470,1107974,1264053,1454124,1557629,1699667.23,1805988
"社旗县",80609.3695090599,186235,202444,220167,240830,319649,384364,456453,541493,716123,771741,873557,956592,1024253,1136878.43,1272717
"唐河县",81607.2534228491,478910,514747,557137,626209,820658,946817,1165830,1349352,1575629,1669508,1840480,1997314,2110717,2275398.3,2439637
"新野县",262171.479238782,409062,456096,494901,558635,719255,876568,1022811,1173395,1424495,1428391,1657185,1959103,1974735,2037017.68,2183306
"桐柏县",626265.481038696,202305,221359,254453,290580,356878,417080,621836,709845,875738,855943,1001253,1197037,1270204,1344481.5,1297792
"邓州市",614400,637700,716500,771000,903100,1112700,1287700,1464700,1678900,2077300,2142000,2347500,2606600,2834600,3070600,3284800
"民权县",232927.81565239,263285,296500,322555,309240,403693,541094,612598,721719,860915,931461.89,1074242,1216392,1312475,1498910,1711288
"睢县",514584.216967526,269595,301114,335026,325255,433900,512341,581846,676383,779752,840600.32,947943,1055952,1126872,1258811,1361334
"宁陵县",20648.8238326128,200329,212728,232688,167692,226143,272717,320783,392305,477668,552214.65,626778,690888,742493,817313,895647
"柘城县",247706.23562183,250031,274748,264211,246104,294531,395881,505325,609179,748232,887707.07,1048784,1153808,1273357,1397580,1579394
"虞城县",166965.138915066,308158,353436,389113,383917,520939,674825,778332,919452,1054750,1160711.5,1315220,1506475,1629889,1808071,2002682
"夏邑县",254363.130099404,307371,352700,400831,341079,475893,574833,594330,771543,949081,1029481.89,1175379,1326005,1440046,1562417,1764561
"永城市",451000,512800,562500,619200,716200,1022500,1311700,1565400,1848700,2408600,2559400,2887100,3516800,3644400,4024400,4122900
"罗山县",599858.026350434,245465,231082,265816,282148,358826,407809,467821,560074,730156,777244,928269,1080442,1180909,1351772.59,1489906
"光山县",310578.080709883,229620,207744,247399,278893,365484,427053,498181,590955,747148,816189,946487,1089079,1222709,1379734.42,1535512
"新县",370692.48982508,146077,148753,170947,190738,238061,291871,324918,393741,473459,506213,596326,691107,782988,898238.09,1005376
"商城县",388297.372993818,209095,219580,245044,259563,324615,396517,450395,535601,669838,719796,848138,985222,1135430,1313982.86,1459998
"固始县",201717.207079075,410200,442300,508200,561600,723800,839200,965200,1124200,1403700,1525000,1758200,1986800,2129500,2362200,2558500
"潢川县",26826.8287617236,296115,311796,366962,413464,520036,617674,695687,798413,989002,1047607,1219962,1412878,1608869,1805834,1962062
"淮滨县",262589.645020494,159601,154308,186199,198199,260977,323389,401068,496026,632858,676632,806728,899893,1019342,1160048.87,1308505
"息县",361202.328804748,206611,194797,245889,264273,364073,450462,515680,621694,762698,874935,1045590,1223393,1350937,1527907.29,1655907
"扶沟县",552204.515502314,241351,250424,271308,244464,307838,352894,422382,505764,631063,702566,828993,1048761,1190697,1355925,1458823
"西华县",278776.391791604,338548,366823,401677,383087,474472,479280,582335,680343,849528,897029,1040050,1116324,1287682,1535715,1804930
"商水县",268693.758811477,255956,286710,317527,310324,401988,464851,549755,654333,840746,893102,1032158,1174152,1465681,1694421,1975435
"沈丘县",680379.696530562,286721,307886,345970,323285,412755,544492,633956,799780,968787,1032183,1198874,1422664,1639920,1841599,2046540
"郸城县",167545.600867236,293045,329594,367575,362923,485327,528902,602161,794373,1013933,1163705,1373241,1531330,1714391,1874847,1959981
"淮阳县",424663.286256482,366427,380445,424963,444959,591734,657176,738410,731078,949973,1109860,1244730,1472323,1594174,1716709,1848425
"太康县",208283.388942239,376188,420518,446231,416161,545804,614447,696224,767006,933803,999198,1160886,1372852,1518183,1788073,2003814
"鹿邑县",422738.369626632,408400,446100,492800,495000,619400,728400,823000,1056600,1247800,1358400,1555000,1760600,1914100,2217900,2441400
"项城市",522313,584810,662502,714941,677041,816028,956445,1106187,1270640,1516268,1610931,1801533,1777809,1957668,2213923,2478347
"西平县",1914.7217675976,393353,438068,466823,478359,574176,599855,663577,754156,867599,886047,1031129,1240686,1369058,1527319.43,1708351
"上蔡县",222279.551375845,296538,346344,380953,388670,503522,590550,666801,783991,966466,1018876,1176112,1367423,1488238,1676475.28,1722710
"平舆县",273577.461416345,219144,247364,265819,280310,363626,427361,492325,614785,738504,830213,997894,1182822,1320660,1476377.44,1654862
"正阳县",549915.536928726,242927,199326,248808,237949,353919,396376,432629,519646,628745,737276,880280,1066800,1142584,1241883.6,1360047
"确山县",232837.091669775,226108,243861,228752,241033,315260,357456,402655,481410,603822,694945,804422,959959,1026444,1170557.97,1289791
"泌阳县",397591.822153284,268863,301455,326650,347959,425725,468699,536002,649176,825770,922849,1097125,1234386,1392433,1566782.38,1751001
"汝南县",243951.917481973,256494,280734,282284,285203,379503,417283,478192,542771,678060,738771,872833,1053832,1199331,1360358.91,1536661
"遂平县",151087.146577889,256796,287178,278293,295404,375065,423862,500341,576447,719219,792272,925798,1088337,1219141,1374443.71,1538081
"新蔡县",481561.132165575,253000,281100,307900,320500,410200,458400,514000,571900,714100,818700,979500,1170500,1295400,1418000,1503800
"济源市",535300,594400,662300,796200,941900,1146700,1443300,1810300,2237400,2745500,2876100,3433800,3733600,4308600,4601300,4804600
"南昌县",234849.388132774,120786.235971294,52311.8848316351,359352.181389881,378628.690765446,540738.829635326,565987.762179158,17683.4623905596,30745.4332507598,1090513.76682983,92143,1390125.09751085,4375736,5000649,5593600,6090643
"新建县",623060.551493103,461626.942822261,28584,194330.511402684,401938.822717635,655099.307200022,694705.638836647,656909.354131946,1105627.73475904,618322.485067313,1902293.02553474,448563.122684443,2406108,2706379,3248139,3538552
"安义县",428756.889158307,252520.57485428,113701.960337477,280269.272428274,16595.4678808538,313007.033986498,729393.938694206,55132,1137910.85835207,961094.866749573,85430.0369712525,107002,753407,860844,830274,905503
"进贤县",301241.424641055,19171.5313281529,108295.984497539,82876.4229778584,279585.113788229,944715.591758627,1118396.93436677,957608.979714605,908838.032275437,2978072.00201845,528681.80328271,768496.420130841,2339486,2597510,2527040,2745398
"浮梁县",431435.470320433,294915.048441505,188495.2675713,573248.171843163,530806.878759293,196195.419356665,1010194.30635273,690943.839979273,258124.04554032,1592220.74363316,715036.472959959,2231687.91873059,740388,898239,972170,1001002
"乐平市",325021.118076318,304243.629014216,399055.814115421,241533.429263963,232299.357050144,140693.027408171,497470.187878521,400985.362904162,1414534.60389968,619340.871189516,99363.4875479084,1089362.15262447,2075446,2384353,2571939,2650783
"莲花县",431558.303578072,329533.482876109,531264.154591598,201447.306112954,367890.241715706,603597.189617228,671641.07777937,735809.702804572,65395,1260063.49600229,437253.047838699,907427.112975283,395508.66,483876,519056,544436
"上栗县",245963.27898484,374997.566493509,347817.736757038,497778.577338457,721721.683354518,470798.168897406,812837.77669835,1144158.29012087,1538425.17162182,176358.019659517,1865693.75438744,2335165.61912023,1394567,1472260,1609494,1701900
"芦溪县",24028,183531.950292335,397937.628222497,324139.708383996,191745.940628876,148583.341329439,679667.075573192,811911.222826386,1331252.24578632,68134.1389741694,1569781.88000985,1902563.14096644,1028401,1091156,1174897,1256319
"九江县",367306.749382686,416877.949301817,28584,247008.178798814,524842.538857879,490349.680970275,523143.228676724,763534.229630405,586129.491804317,337113.050594171,2195802.28675064,2052221.67155239,701514,810243,910434,972242
"武宁县",475336.185326665,77484.1953493649,427064.174700277,644476.94531827,33040,383622.864594562,1017336.5920062,1105487.35611122,1744118.76315816,492170.377015526,1839976.90790153,1829173.40583601,725655.74,801459,880944,970055
"修水县",122867.550523431,547852.051152709,496085.574004501,565769.166212345,252521.697879215,162473.139630833,801951.046343563,1658331.85063602,899857.629851237,750136.750093393,301744.219563562,1528306.25057675,965547,1104175,1221296,1301678
"永修县",94571.60494936,188809.731501105,157704.281258149,82776.6267606292,905758.272308873,546225.372774318,371441.034669976,943249.661152368,418336.986462154,79700,1640595.17773076,918367.251304426,915707,1039321,1154645,1212530
"德安县",239754.35664565,380940.016327938,220941.082291755,220186.155387995,492195.388268878,912282.553879232,266607.446058693,232545.662089292,1239695.32002516,1079500.14791129,92143,1609705.44362482,617826,705127,785014,835400
"星子县",222845.91514467,412560.604631403,278165.954602007,564891.08279305,639669.552427066,819447.049994029,225512.76218255,951771.166848061,864817.900931025,1391843.67823463,1998447.38464474,129430.689093062,490335,554571,622246,675629
"都昌县",423588.543105024,244119.457919283,226700.894767562,30016,728580.10891428,1292337.82426031,48659.1069693396,1189944.07172392,65395,1781092.88350074,2158117.07656667,1193359.84631144,644936,747924,850909,951197
"湖口县",362440.859659521,3905.46960328822,382112.109662475,99563.5908814299,358626.806010627,647953.796342894,770651.638344411,816894.12348326,598491.039265973,28087.3939457342,1008713.04066347,1592505.10539853,860218,921905,1029371,1089997
"彭泽县",555760.893855597,236668.332042259,197824.920777123,88232.2948092226,395810.225780452,250284.375984056,404070.920786378,254066.364267681,65395,972171.023741172,576828.188914504,1612379.0924879,542091,613793,693065,845009
"瑞昌市",688604.379587368,192032.211916994,231723.635845263,95267.1662568399,667746.323604014,400294.799235613,550682.815351903,168773.360676106,429517.356308391,1300773.22736055,1108856.96995389,1195067.50810716,1070119,1259752,1401081,1500359
"共青城市",329788.555203827,227274.723259551,174349.025710656,62990.4124990234,445654.095208433,655664.059544682,140692.594014397,624874.451440284,513069.224116616,1047691.54238563,1308782.52935105,107002,589720,672513,747728,788681
"分宜县",328445.450532458,455378.202975233,480130.545906695,316074.472725446,123322.485455361,140155.236797746,546062.267618159,7638.83065530716,1472289.89450059,79700,325253.354860472,1528124.27097818,1490018,1774484,1916148,2070321
"余江县",387362.606161547,425702.007640581,72215.9507366696,666030.528136357,261340.580075966,168642.763683269,49523,837978.52252887,65395,2481138.41895158,1976219.70724801,1974224.92697539,670039,827037,929321,1040816
"贵溪市",261269.596660566,343197.414563091,502610.465590313,117185.6203673,482225.051011935,171870.723154185,49523,1041242.25840207,807763.385829403,1466655.042579,1659423.98870123,2456973.50827033,2785241,3147421,3369916,3470225
"赣县",309307.23651058,168164.933412612,372834.813487167,120776.828613117,348157.488997167,513922.241640492,927527.570033512,846321.939259802,858228.451452292,904806.004036572,1751380.59893512,105209.957369514,1049176,1158838,1255529,1325697
"信丰县",312413.729873562,781658.721555667,307722.23248662,589862.441218639,221316.773976595,553293.105228249,49523,141560.674651513,520405.35325387,340157.411014794,793893.961068155,1246770.27115602,1123820,1291042,1438334,1531806
"大余县",390333.669020296,26139,362152.364849057,30016,399543.103391111,254162.695546424,349844.13358251,496334.708568437,359045.878767211,1239031.83089208,1050456.89057983,1505557.87516585,721615,799760,861213,909769
"上犹县",363477.356212408,2665.50390888186,825690.992002313,115742.179948404,323160.441081661,411217.944054577,66750.0190363124,1457360.30027884,1146218.77864234,2055674.22253955,1609989.31804888,1875622.7791243,381880,430999,469442,508401
"崇义县",281632.447764876,362134.917321597,417194.301775113,531993.406996396,697079.353853338,928364.4592983,294235.108590103,55132,1004970.65885952,2036059.5616305,1276929.04246427,1197084.55753527,524906,579638,629940,649050
"安远县",346313.725121807,802804.46976863,591195.881583184,482218.376637669,340376.970448154,299949.413516695,572979.966073157,438680.46966345,882096.857340347,1045769.14006071,1723262.42336457,1378480.42694514,398982,444726,488067,523982
"龙南县",295585.708555673,238934.260327659,457280.497559486,587489.691446776,697141.89525504,296619.878720812,1142749.7174822,536507.879302158,893484.791901681,594158.496155174,1446060.01789788,1637318.54590938,904180,1044997,1158867,1227979
"定南县",504237.955453557,67339.96386328,293145.895142641,385706.742248806,112458.402811271,841030.985035128,1053787.48360878,1091963.50561922,1623687.20830305,997727.108252607,1217123.79149065,1418596.60474874,446246,527271,580176,617584
"全南县",335087.682512854,219700.764780394,33750.3988341508,683169.399065222,260726.681650383,473781.101776286,607902.369971209,371297.507705552,1276043.58577861,146390.531925079,858286.444553878,107002,399120,444798,500437,531388
"于都县",198442.050439679,769760.401318296,565570.501864608,299374.107180315,33040,605396.393849156,339394.084495088,531336.83560243,569504.377114071,1482910.19451099,1255459.35805461,1191209.41917449,1210547,1400128,1534273,1661507
"兴国县",279438.424949335,156945.749293688,382032.799093861,323498.629702535,395446.437916084,884455.86985553,623939.588187833,444352.582773156,674877.227950795,1101241.8761407,92143,1477890.75432793,1000915,1108360,1218243,1289074
"会昌县",185426.002078296,205683.871445222,414032.56247302,268263.959457294,243843.275895317,704540.745153326,182907.92973335,794607.786025504,608008.8294747,277815.277636092,364574.905811011,2052703.12384152,601781,675811,733059,799429
"寻乌县",377121.665284332,249485.554897029,410336.764756458,419878.100957644,33040,593179.493935037,551589.759255213,43369.1345397742,1406019.75809032,2408226.86345223,1657682.27274609,479821.993430821,402015,446783,524181,558144
"石城县",515336.820109131,437401.667608258,277337.776198261,30016,209640.527979554,375887.753501236,992596.380750948,1625285.15571798,537412.648934661,540148.016683553,92143,2241088.75691034,310603,350098,389120,415250
"瑞金市",469330.732104104,422724.296003095,257563.793659155,314322.48190336,20639.2124674763,235139.798936935,363893.594178403,471176.768115438,175041.596711064,327148.636063754,1726298.63607355,377819.118057333,889236,1010897,1131575,1221244
"南康市",376879.380479815,215289.482453404,180076.113474041,141068.493396947,464993.508565007,703780.871059114,339193.207030186,483918.703229484,1063493.44303104,333815.239203385,1103264.3427197,2474015.96088156,1228860,1372921,1484801,1701626
"吉安县",314090.816506421,26139,28584,409110.553253679,298915.523424225,225835.387005056,833243.654195299,437153.463385567,1267624.79749547,577456.331263051,256259.153282575,963274.350004413,1060094,1205603,1332639,1429542
"吉水县",395785.79365354,646676.263100009,28584,528323.801797165,33040,566000.249826794,661086.107061661,523587.87616213,1115400.0849364,1099927.9615685,1549861.82309254,1680925.74554585,850661,1002725,1115413,1201584
"峡江县",321901.858550815,68666.2005250328,679281.579529185,252201.925489816,446576.555871194,292744.695116397,696138.770631011,598897.876430601,1307043.0673384,782046.244060192,1155811.14194261,3830956.3411026,451893,507074,557669,595404
"新干县",24028,209005.616418687,28584,474187.236848481,293867.031236629,448207.082002751,850582.701482327,461831.195654443,840296.54441613,1949304.60365,245775.924679079,1256198.81063443,775152,881549,967914,1034954
"永丰县",410573.594176069,339077.520360219,401191.907180399,386655.123145492,998798.970252529,687404.397673035,493655.110349928,828790.044997409,65395,102572.908030485,524456.610720241,461602.240945851,918482,1047336,1170131,1252990
"泰和县",253653.77620704,377230.977249966,436374.407495981,594024.528451119,534650.95663144,526882.684456401,49523,596388.912300525,943685.314011798,1759133.51185539,278077.883745833,1903191.93284702,1004778,1136605,1251665,1330101
"遂川县",605913.400263993,73937.9946161399,108524.21016383,217474.671817141,240046.326243095,334768.44579919,798556.917840895,55132,1338052.08513483,766785.315547221,2750022.50570191,2158542.025421,762413,861672,960660,1028574
"万安县",799182.011343463,356950.465681139,529474.864417333,30016,487883.328392209,353257.920500474,2280.19223009783,188592.411764148,1132010.95589386,515258.848148618,162440.589576554,3391460.11553994,462606,518628,575617,616750
"安福县",67505.7707022844,462935.860966422,216724.965343691,492197.179336779,373933.398117997,939367.193507171,669098.075544999,398632.905706775,391540.361488454,255764.741116008,92143,2567207.48649198,888485,1007746,1118899,1191553
"永新县",460271.478356595,386958.094209147,330846.497227702,306138.688878693,496525.540023082,39081,772923.285648214,1581446.63964679,1172791.49201538,893681.346307441,1836150.19684606,543600.124470211,635064,710046,790038,845293
"井冈山市",360264.898513987,459868.193589674,604774.558425694,489027.748033824,949033.140480917,630090.501993254,512925.342257626,764049.744500412,1453781.23073544,332969.921197149,1897656.7582682,1499425.87545225,440396,492838,546494,575711
"奉新县",221215.140302637,135699.034073419,233049.962826822,340416.573762176,237536.237232573,39081,594102.720817547,69543.4374510052,1815520.54233535,310985.028126125,1459866.53600103,1616161.44849094,848476,962291,1056841,1125122
"万载县",466787.698666823,275577.417695118,293599.32142872,569373.451004055,536483.973019067,368480.036137514,966050.618807083,1524394.63943482,1434150.85677973,1757942.76384008,1820308.14361939,1208990.99512617,811660,951460,1039046,1102284
"上高县",485677.577906479,501704.10945528,585399.611982148,205526.912168036,706664.619145798,178614.783930053,832552.060907045,862010.494300958,815252.814958002,2121364.45581271,1864918.99798522,107002,1006431,1132260,1242052,1313801
"宜丰县",313634.054364647,394934.920402385,306722.335010804,403049.172195421,155426.562520775,358659.475797955,1002477.28914954,1494847.92308295,1248476.38716064,511503.958119324,1587312.14817869,107002,776030,841864,908136,956502
"靖安县",270270.386589398,372787.405757811,235426.663380524,474786.244712208,38499.7942899436,1189786.38809626,70046.0946088629,498455.539076654,1459312.52411884,801285.474821819,1135046.75280138,1806559.34263733,294764,308538,339380,363216
"铜鼓县",100545.637275912,496194.548431745,553550.947840851,206865.219930838,312789.913543352,1013693.13566057,194793.367973788,831914.337133589,1273142.33984511,104191.095648238,1813139.18010384,1598113.764939,260481,300431,338029.26,360544
"丰城市",199510.101269369,216352.332991123,234144.062299064,537279.292149443,405892.545524517,444524.669391797,665551.151920457,25442.3843111804,1100795.93130182,799668.555101162,713667.169003357,1994674.9299792,3146623,3412327,3704879,3914471
"樟树市",283620.957741206,414881.655992018,605343.253041712,592100.608740097,470551.155409764,82205.2619578228,529095.728647967,1023298.83036822,1286609.1729597,1212815.3336564,749886.542961232,107002,2340246,2671126,2922679,3092753
"高安市",279797.556077893,148192.058031262,260808.903160723,30016,528106.303171556,674721.269116326,319579.050511512,267740.897982531,65395,1023182.44468145,250946.421397878,1222617.67722008,1512388,1667531,1796783,1901545
"南城县",538417.191696213,250686.424898357,439779.669658071,192264.709909534,149764.965398649,683227.067621269,867095.55664206,341558.387946891,617711.074666403,759084.649439218,76189.3924676495,48032.8239310228,779030,892526,984055,1058014
"黎川县",276544.043040969,327852.820686761,28584,353765.64169309,820779.414328343,10028.7787186017,498860.234202543,1268789.42637624,1763958.67178599,450440.927203281,1412315.57347117,1219912.65717217,450273,516749,569551,604478
"南丰县",740506.545855631,404240.111455687,35887.1583367648,727739.601230451,785865.666430346,619482.996212846,886507.957419425,215050.452611373,1124842.41877792,1024561.11705331,966730.611379226,1200032.27223855,766253,884024,979436,1054487
"崇仁县",241333.676363724,26139,993991.656210554,97648.8378624133,123735.36556599,202431.147107696,208133.037628319,114117.208725492,390056.823439765,79700,233818.722069229,107002,758571,828073,907359,968097
"乐安县",671869.252135534,509090.906704608,495601.796220588,587974.316846445,478522.683992602,221923.258220035,618557.195359009,967020.688657059,574418.677936561,406716.792687069,1343274.27589608,1822139.57774426,401310,441624,471005,501458
"宜黄县",368405.723221567,377168.981219779,557557.840283883,636604.942039255,495960.205804269,94874.3540084972,277060.49506414,277976.578101167,212247.683107666,1451961.55781041,880089.323305387,107002,408304,490426,543939,580324
"金溪县",100623.418581429,548505.456665637,377928.74172838,128653.185882679,163943.529744492,453707.047326403,61332.0957105492,1052148.09458424,1627543.33542263,434205.873651166,498100.897290419,1706578.006242,541114,609740,673539,722026
"资溪县",457494.337393376,503041.562658546,318366.217164885,297113.613631401,577223.40597311,48453.4030040295,831746.035441291,1536784.897272,65395,79700,802625.911260111,1419460.28868575,226035,269589,293502,308700
"东乡县",339688.9872652,418747.275608485,28584,316003.266784659,401554.914224707,39081,743144.903242145,1415427.48745865,1708511.19554846,79700,832970.399942043,1843404.71645196,979095,1131942,1244732,1335714
"广昌县",257066.534582028,331739.92378721,345830.077887733,435148.557169035,964945.591793783,39081,42433.379444984,793443.665523425,12949.3373282929,1940326.48877265,1055372.23911968,1391782.19901679,336323,416272,470187,501347
"上饶县",516677.441948739,419949.124122183,219193.272552263,30016,57533.6275726298,467842.895751115,648024.738604634,581668.469688304,1560831.35385333,2165068.51029595,1072676.6528206,107002,1302720,1471552,1652925,1729188
"广丰县",443847.110278382,287235.710256429,602086.660351637,30016,113096.284353572,699705.399425981,437892.677756829,944134.675749098,1942342.99899146,79700,1436853.35151838,1903662.89415929,2060030,2400010,2698187,2901842
"玉山县",552222.334403585,418466.005277436,238449.034440051,556054.655557273,760651.123814976,219203.144584558,105044.357212391,1115391.36887745,991458.628793909,1302011.89484921,940034.793466913,2023787.25192794,936126,1082779,1254912,1345901
"铅山县",114356.894997481,366560.23361007,605396.676283139,355692.376510277,327154.158356404,285599.912960422,600473.087904989,967160.120718219,831702.644142315,688367.241064789,604615.681899639,606085.240208276,732616,840753,904861,972633
"横峰县",213066.034924526,454995.632419787,471535.014963274,290219.492046676,553054.772036374,654886.127354673,716047.230269656,951310.064027949,590388.983007914,540737.161141806,1228235.80577592,107002,611345,688136,771119,700012
"弋阳县",116272.426933224,174466.649390075,471131.394503726,423719.542184865,92751.4904420121,504209.960619397,552936.614941465,487356.346091982,1481981.27352218,1331834.53879101,408986.739757976,1537833.31379361,630158,701296,805046,849937
"余干县",24028,227077.07045107,171837.230274056,380535.62828895,658073.990316968,927576.209283279,1031291.75711853,55132,1575451.86221903,1277990.54344451,905986.455890825,3437953.24038154,939186,1018499,1127117,1200505
"鄱阳县",404988.013225097,374062.304891518,28584,555696.376295138,492317.345372912,396883.993301979,854593.819334095,590601.495664054,731173.694873195,699460.825312231,1416648.68415567,1526534.82162781,1152019,1531219,1689748,1802827
"万年县",599946.065549087,95032.2176630471,411925.352695899,30016,581040.885332865,342233.229416602,49523,221076.306446157,224127.289036103,481131.429041643,655144.676839816,348945.629092415,800115,918018,1046955,1115220
"婺源县",477762.144344901,228578.070450958,414039.482179277,30016,203081.688753354,1080158.89224938,1258687.23999277,1158537.20125002,1375043.40532426,728255.667956094,1931991.27511703,107002,652335,730047,799958,830253
"德兴市",48118.3456652531,353589.926769286,10326.2884031019,722119.031278424,513717.119766762,410175.784078916,859853.871211173,702624.024961561,821779.437819228,551865.333329879,438592.239324905,107002,1221086,975500,1090289,1150296
